40.0588744 -106.3889199	Kremmling,CO
37.875322 -91.3890346	Keysville,MO
18.1402372 -66.1723891	Parcelas Nuevas,PR
40.0028516 -79.9933852	East Fredricktown,PA
42.1000743 -76.691895	North Chemung,NY
36.2701533 -77.5899744	Pea Hill,NC
41.2516113 -112.0254973	Marriott-Slaterville,UT
38.5953972 -76.8935824	Wakefield,MD
41.0102218 -111.9035511	Somerset Farm,UT
37.3429281 -77.9805579	Amelia Court House,VA
59.8097222 -151.6125	Nahotka,AK
40.1017818 -74.1718084	Greenville,NJ
41.0394328 -94.4619067	Cromwell,IA
40.9283907 -78.2780707	West Decatur,PA
40.7698498 -124.1428379	Cutten,CA
44.5277778 -93.9091667	Sibley Estates East,MN
39.2111871 -81.4956775	Valley View Acres,WV
30.3565993 -96.8224791	Dime Box,TX
18.3391196 -65.6418281	Isidra,PR
38.9683772 -87.4055745	Carlisle,IN
30.7252345 -81.7770514	Lessie,FL
43.6486912 -70.5411651	Buxton Center,ME
39.8989893 -76.5177432	Rockey,PA
35.6965189 -81.6162057	Petche Gap,NC
39.6178457 -82.333763	Maxville,OH
29.8310406 -90.0039592	Concession,LA
39.4508937 -84.0960452	Oregonia,OH
32.5640273 -89.1770048	New Ireland,MS
33.2737283 -87.6030635	Wood Estates,AL
41.7948205 -72.2084113	Chaffeeville,CT
39.207885 -76.7427492	Hunt Club Estates,MD
40.1084385 -75.5118593	Williams Corner,PA
41.2366607 -95.4180561	Carson,IA
37.4984406 -82.1367988	Jamboree,KY
41.1616107 -112.0432758	Sherwood Oaks Condominium,UT
35.2717844 -82.4945646	Woodhaven,NC
40.9695445 -72.5620344	Laurel,NY
36.7466135 -119.8995949	Pratton,CA
34.1426564 -79.840898	Colonial Forest,SC
41.9573103 -74.9904422	Butternut Grove,NY
40.1200708 -80.8595335	Crescent,OH
34.2812172 -88.7111642	Presley Circle,MS
42.3642517 -73.5948391	Chatham,NY
41.6525822 -75.5179624	Birchtown,PA
38.1548054 -83.1946204	Ordinary,KY
31.5576619 -86.3927388	Leon,AL
41.8672508 -90.1595705	Fulton,IL
42.4055925 -83.096868	Highland Park,MI
35.2634208 -90.5712172	Parkin,AR
41.7222222 -88.1788889	Wheatland View,IL
36.1711901 -84.0765848	Bethel,TN
37.2118037 -80.0153157	Lynn Dell Estates,VA
36.7279277 -76.6402311	Westgate,VA
33.7900173 -118.2978496	Harbor City,CA
37.3879206 -79.1455793	Fairview Heights,VA
40.1774 -75.2303	Meadowcreek Estates,PA
43.0736702 -78.3355767	South Alabama,NY
38.8481679 -77.2122039	Holmes Run Heights,VA
43.6306254 -72.4689821	Taftsville,VT
31.8907691 -81.1959409	Fort McAllister,GA
38.1645142 -85.7691287	Kenwood,KY
39.2244959 -85.8199861	Petersville,IN
38.3071348 -121.6207888	Oxford,CA
34.5520066 -106.6758573	Bodega,NM
40.4731239 -79.7967144	Universal,PA
33.8695249 -101.5973877	Petersburg,TX
37.2467956 -80.4122725	Clover Valley,VA
38.7840034 -75.9377149	Wings Landing,MD
43.9480774 -84.1344399	Bentley,MI
35.6706255 -88.6861662	Cotton Grove,TN
44.475449 -116.0334646	Belvidere,ID
39.8128904 -75.4851978	Grubbs Corner,DE
39.4728779 -77.6552686	Mount Carmel,MD
30.3396385 -90.7345386	Verdun,LA
39.6751117 -75.7227111	Greenbridge,DE
36.0048493 -81.9465028	Stamey Town,NC
29.8910326 -101.6526174	Osman,TX
40.4986252 -98.9478594	Countryside Mobile Home Park,NE
36.7512 -82.9915546	Pughs,VA
34.8973394 -82.3573412	Shady Creek,SC
37.9656917 -77.02386	Battery,VA
39.6659138 -79.6206028	Brandonville,WV
30.421864 -87.8363798	Turkey Branch,AL
29.7965962 -90.857872	Leighton,LA
45.0453339 -69.6947755	Brighton,ME
37.2998537 -80.2242109	Bradshaw,VA
33.4015117 -90.0461949	Gravel Hill,MS
43.4125677 -76.5774459	Southwest Oswego,NY
30.0040899 -91.0645448	Magnolia,LA
39.0592127 -91.0601426	Mackville,MO
42.1 -87.8397222	The Willows ,IL
41.4397736 -81.7354098	Brooklyn,OH
34.2595378 -85.2285635	Hidden Valley,GA
38.6597333 -94.8502396	Hillsdale,KS
47.9958364 -100.263194	Funston,ND
39.8665618 -120.7274464	Sloat,CA
33.9326028 -91.3928981	Back Gate,AR
42.9383918 -78.6847515	Bowmansville,NY
33.12201 -108.9561742	Mule Creek,NM
36.1814556 -90.7017793	Evening Star,AR
34.8859019 -98.0055983	Farwell,OK
44.8435662 -108.2028883	Kane,WY
43.601091 -89.7937358	Lake Delton,WI
32.2876393 -86.9858206	Sardis,AL
37.7131892 -79.4058692	Mechanicsville,VA
40.1169859 -91.9126711	La Belle,MO
28.3886186 -81.5659069	Bay Lake,FL
33.5854131 -81.9323364	Shannon,SC
33.1981719 -86.9641583	Gurnee Junction,AL
40.0267621 -76.9280302	Benedicts,PA
18.2180119 -66.2260012	Comerío,PR
44.1722937 -69.7444886	Bailey Corner,ME
34.790332 -100.3817878	Swearingen,TX
30.3874209 -86.0827174	Bunker,FL
35.8796002 -77.7405324	Bullucks Crossroads,NC
26.561444 -99.1264217	H Cuellar Estates Colonia,TX
45.6719009 -89.3148505	Roosevelt,WI
34.3403687 -85.695799	Lickskillet,AL
39.6301053 -76.4760755	Harford Heritage,MD
33.0743198 -81.5134416	Averill,SC
45.0602843 -85.077555	Chestonia,MI
34.635554 -115.3480383	Danby,CA
38.4164076 -94.0288308	Lucas,MO
33.6812158 -96.4516543	Terrace,TX
38.592562 -85.4505146	Marble Hill,IN
35.9287547 -79.0522333	Mount Bolus,NC
38.7828935 -76.0746638	Colonial Heights,MD
35.2562684 -79.2822491	Vass,NC
30.8771379 -92.4131888	Turkey Creek,LA
39.1623324 -76.1093921	Pomona,MD
40.8306028 -85.2416379	Uniondale,IN
31.7654356 -85.9624502	Edgewood Mobile Home Park,AL
39.6764864 -77.3560976	Saint Anthony,MD
43.8997909 -75.5824117	Denmark,NY
33.0951285 -89.9678623	Owens Wells,MS
40.2889638 -78.9147471	Ferndale,PA
17.7466399 -64.677364	Butzberg,VI
38.3817334 -85.6927406	Prather,IN
41.2218883 -111.9354963	Nob Hill,UT
18.3971708 -66.1287777	Valle de Sol,PR
41.8341951 -90.0265103	Union Grove,IL
40.9259319 -74.0893083	Arcola,NJ
40.6167287 -81.3678907	Dutchtown,OH
43.4518992 -93.4688218	Lansrud,IA
37.6842098 -87.6411236	Tunnel Hill,KY
35.6867372 -87.2194537	Williamsport,TN
38.7950808 -82.2429261	Green Acres,OH
42.1709269 -72.1300772	Brookfield Mobile Home Park,MA
40.7071685 -111.9977168	Granger West,UT
41.1791108 -111.9596635	South Heights Addition,UT
41.4398205 -72.0142421	Ledyard Center,CT
32.7851305 -85.1738293	Glass,AL
37.4453335 -86.050802	Millerstown,KY
29.6771533 -91.1387126	Ramos,LA
39.9734169 -78.3244582	Mench,PA
36.0195814 -80.0600418	Horneytown,NC
41.3931096 -81.5365094	Bedford,OH
43.2666667 -78.7397222	Coomer,NY
40.8930006 -111.8879935	Dar Verda,UT
39.3562267 -74.7262736	Gibson Landing,NJ
39.5314093 -93.5232683	Coloma,MO
40.1267054 -86.3758316	Elizaville,IN
40.6517698 -74.1834776	Pioneer Homes,NJ
39.1911181 -100.6843115	Angelus,KS
37.8276178 -80.8450892	Lockbridge,WV
30.965737 -86.4596718	Laurel Hill,FL
32.0039629 -111.9217917	Wickchoupai,AZ
38.5851203 -76.7249652	Aquasco,MD
39.8723331 -75.5477036	Brandywine Summit,PA
37.4819631 -97.728662	Anness,KS
39.2689948 -76.8610859	Font Hill Village,MD
18.0107993 -65.9259959	Garona,PR
30.8721329 -84.9929821	Parramore,FL
38.5826134 -75.2746344	Riverview,DE
37.9164912 -81.9737363	Guyan Terrace,WV
37.571155 -92.3351658	Nebo,MO
41.96 -86.4875	Baroda Estates,MI
41.0692621 -75.0432305	Turn Villa,PA
36.9153444 -94.6699476	Peoria,OK
44.9720635 -123.0775977	Brush College,OR
32.418474 -88.5069819	Toomsuba,MS
41.4439435 -80.5886856	Kinsman,OH
39.201496 -76.7841389	Woodland Village,MD
26.0242448 -97.6263786	Ismael Montalvo Colonia Number 1,TX
44.27 -84.7972222	Loxley,MI
38.948722 -76.9858091	Michigan Park,DC
30.5344043 -81.6212081	Tisonia,FL
34.7712572 -80.8409046	Riverside,SC
56.8441667 -158.7741667	Port Heiden,AK
31.2290591 -86.2324493	Beulah,AL
38.2687271 -75.197411	Hayes Landing,MD
39.2320504 -76.96581	Twelve Hills,MD
38.511227 -75.7543775	Riverton,MD
33.1987298 -87.5288945	Cedar Crest,AL
34.8334158 -85.8727543	Cedar Grove,AL
34.402932 -80.1006234	Glendale Acres,SC
44.1772935 -70.2733888	North Auburn,ME
36.2874502 -119.1176062	Toolville,CA
39.7459467 -75.5465889	Wilmington,DE
43.3538901 -88.2925957	Cedar Lake,WI
34.2450079 -116.8014167	Woodlands,CA
39.4380865 -92.6662966	Clifton Hill,MO
37.9370838 -77.6285984	Teman,VA
37.8892127 -88.2130941	Cottonwood,IL
35.8484637 -81.5887075	Town and Country,NC
40.0081373 -78.4355721	Lutzville,PA
36.7473371 -81.687342	Loves Mill,VA
42.0220024 -79.1981038	Kiantone,NY
41.097319 -73.3706732	Saugatuck Shores,CT
38.9709437 -77.1052562	Kenwood,MD
40.3992134 -84.6899594	Wendelin,OH
46.2359668 -119.6616967	Gibbon,WA
35.575322 -101.1843245	Skellytown,TX
34.1873156 -97.4047435	Dillard,OK
38.7153941 -76.7844135	North Keys Estates,MD
42.8555145 -108.6892823	Wyopo,WY
40.879265 -73.4065085	Fort Hill,NY
42.1514884 -71.074493	North Stoughton,MA
39.4527758 -94.7416267	Camden Point,MO
38.0176363 -77.5152606	Ladysmith,VA
46.297334 -122.8106679	Silver Lake,WA
37.3796627 -122.1374637	Los Altos Hills,CA
38.1792474 -83.5718556	Ramey,KY
42.0697291 -97.9692312	Oakdale,NE
35.3112279 -82.444008	Barker Heights,NC
38.783169 -77.2358164	Cardinal Forest,VA
37.0333333 -76.4672222	Brandon Heights,VA
41.9759199 -75.2668384	Cadosia,NY
40.0114711 -78.3733484	Everett,PA
38.8840708 -120.5204793	Campana,CA
41.6645557 -70.1727967	West Dennis,MA
35.276735 -85.2221809	Mowbray,TN
32.221739 -111.8165159	Sil Nakya,AZ
36.9089996 -81.9801261	Elk Garden,VA
41.8075747 -76.5830024	Mac,PA
40.1239828 -76.7363572	Cly,PA
43.926461 -70.9453442	Merrill Corner,ME
34.4200863 -97.5103036	Pruitt City,OK
30.7849142 -96.9155385	Hoyte,TX
35.9853627 -83.8015683	Moshina Heights,TN
35.1354227 -80.8434052	Beverly Woods,NC
29.1460843 -82.499269	Rainbow Lakes Estates,FL
36.3931762 -81.8637275	Neva,TN
36.4498773 -76.0154824	Currituck,NC
34.157662 -79.246712	Gapway,SC
38.8653918 -76.619963	Harwood,MD
29.8238176 -91.6645594	Home Place,LA
44.4670116 -69.6914343	North Sidney,ME
31.4676748 -91.7865135	Parhams,LA
45.6968839 -109.3810006	Craver,MT
43.6452387 -95.2947206	Rost,MN
46.5168825 -111.1666164	Buckingham,MT
42.1153729 -71.9078505	Community Park,MA
32.3168056 -87.1013793	Cahaba,AL
33.6015276 -81.7289975	Forrest Park,SC
40.9234323 -73.8223559	Chester Hill Park,NY
33.6803903 -83.8907396	Spring Valley,GA
37.2244618 -104.4666499	El Moro,CO
38.0978226 -87.3997338	Millersburg,IN
44.5458009 -92.4104625	Wacouta Beach,MN
45.7809491 -122.5334307	Battle Ground,WA
37.8708766 -87.4625092	Baskett,KY
36.1587491 -80.3892205	Dorchester,NC
41.6714086 -91.3465521	West Branch Mobile Home Village,IA
36.2468023 -79.9208701	Ogburns Crossroads,NC
40.402315 -76.0582731	Pleasant Valley,PA
39.1148313 -76.6385777	Oakdale,MD
41.3792467 -75.6924131	Minooka,PA
43.9867405 -70.3700554	Shaker Village,ME
40.8638342 -111.8771595	Orchard Place,UT
40.6667277 -81.1992714	Lake Mohawk,OH
31.1168438 -87.2263635	Foshee,AL
40.1947539 -92.5832496	Kirksville,MO
38.1178478 -85.8724636	Valley Gardens,KY
40.0814889 -75.937444	Cambridge,PA
35.7789153 -106.271138	Frijoles,NM
34.6956481 -92.3307077	Applegate,AR
29.7657825 -95.0779858	Lynchburg Landing,TX
41.1125946 -75.0507305	Saw Creek,PA
32.1817635 -106.7461116	Santo Tomas,NM
39.7209257 -78.1166715	Marvania Heights,MD
38.4272672 -91.6615551	Cooper Hill,MO
44.8031758 -123.1328747	Hopville,OR
36.104782 -87.4289016	Pond,TN
39.202885 -76.7483048	Glen Cove Estates,MD
41.4120442 -71.7586784	South Hopkinton,RI
36.0212477 -79.4525207	Pickwood Hills,NC
46.1132832 -89.6445947	Boulder Junction,WI
42.7470039 -78.7483633	Duells Corner,NY
35.4148063 -90.5531617	Fortune,AR
35.3400895 -83.747118	Cheoah,NC
18.3921689 -67.1182357	Comunidad Sabana,PR
32.0054394 -93.3804511	Armistead,LA
44.1759049 -70.2317215	Auburn Plains,ME
31.7321156 -84.1707423	Leesburg,GA
34.8723085 -87.0647329	Cartwright,AL
37.8251197 -80.6361929	Blue Sulphur Springs,WV
43.026478 -70.7867197	Colonial Pines,NH
39.2844458 -94.6780138	Tarrytown,MO
39.2945496 -76.9413659	Wynfield,MD
39.5502747 -94.6957922	Platte River,MO
44.820899 -69.2225471	East Newport,ME
42.1553663 -74.5323753	Fleischmanns,NY
32.2518252 -93.6899007	Frierson,LA
29.9854918 -94.0618439	Hebert,TX
34.9715134 -81.8556587	Dunagin,SC
36.5942264 -88.8822814	Beelerton,KY
38.1070138 -85.8032955	Penile,KY
35.4875765 -86.0624876	Westwood Homes,TN
40.2545173 -79.167531	Waterford,PA
40.1450631 -82.8826788	Mackstown,OH
45.4038532 -93.2677285	Bethel,MN
42.1413889 -87.8752778	Charlemagne,IL
45.7007613 -111.7863688	Harrison,MT
36.3195817 -80.1422681	Bailey Town,NC
26.2122954 -98.377239	Four Sure All Right Colonia,TX
40.3258129 -103.521889	Hillrose,CO
42.0199097 -114.8175425	Player Place,ID
45.0355669 -83.6138711	McHarg,MI
32.3959777 -90.7959361	Openwood Plantation,MS
43.3269685 -83.08022	Marlette,MI
33.6078847 -95.4824549	Marvin,TX
43.0158576 -85.7683697	Kinney,MI
39.0409463 -75.5954815	White Hall,DE
34.7421152 -78.5713993	Johnsontown,NC
43.7638515 -92.9093562	Mayville,MN
35.1654058 -81.5870382	Buffalo,SC
47.7660264 -91.9643221	Rothman,MN
30.3849209 -87.3077511	Beach Haven,FL
35.9687417 -81.5337079	Indian Hills,NC
41.2211259 -91.937674	Rubio,IA
36.3267194 -87.1911165	Beech Grove,TN
43.5783025 -91.5790323	Willington Grove,MN
28.8597082 -96.3385798	Francitas,TX
42.355318 -85.1816603	Morgan Corners,MI
33.5276046 -86.6766539	Old Leeds Forest,AL
38.0751374 -78.4941787	Camellia Garden,VA
37.9979068 -76.4627303	Lewisetta,VA
38.4178597 -82.5862699	South Point,OH
40.2934225 -76.7946935	Locust Lane Acres,PA
43.9011229 -85.8517287	Baldwin,MI
32.9712836 -80.0664774	Deer Park,SC
37.2816667 -76.5158333	Neva Terrace,VA
38.2720733 -76.8408024	Rock Point,MD
38.3792839 -75.5210331	Colonial Acres,MD
39.227191 -111.0535024	Orangeville,UT
41.2398175 -74.6543294	Libertyville,NJ
37.9446471 -122.7063748	Woodville,CA
36.4973605 -79.8114265	Sunset Hills,NC
38.236792 -76.4552301	Hunting Neck Woods,MD
46.7280146 -95.7008776	Frazee,MN
41.6244804 -87.3942065	Pine,IN
41.7947799 -79.7422742	Britton Run,PA
41.7586665 -80.284228	Rundell,PA
32.2045875 -86.2838556	Tharin,AL
31.5474428 -81.3753793	Pine Harbor,GA
39.728724 -75.5932587	Champlin Village,DE
37.0361104 -110.3181874	Oljato,UT
40.681336 -111.8493787	Park Central,UT
33.8771002 -80.5839748	Malta,SC
36.3705895 -97.7467206	Etna,OK
39.3959156 -80.7437145	Little Pittsburg,WV
41.7377917 -91.6051718	Holiday Mobile Home Court,IA
36.4115174 -81.2628704	Laurel Springs,NC
30.9087994 -96.9085946	Belmena,TX
35.0990541 -76.7277086	Gibbton,NC
32.811251 -83.6690707	Westgate Estates,GA
33.4329159 -82.0567843	Laurel Hill,GA
43.5621765 -93.8113374	Ziemer's Mobile Home Park,MN
21.3794444 -157.7316667	Keolu Hills,HI
30.1460458 -94.6710315	Pedeco,TX
38.4342834 -75.5682576	Greenwood Manor,MD
34.9578536 -85.164397	Indian Springs,GA
41.5567168 -85.2333074	Shady Nook,IN
19.7555556 -155.975	Huehue,HI
37.6435459 -122.4588624	Westborough,CA
47.1466261 -95.5519747	Elbow Lake Village,MN
33.2267927 -89.9761957	Poplar Springs,MS
38.1428901 -80.8512068	Runa,WV
34.5376264 -81.9189861	Goodwins Crossroads,SC
27.8503044 -82.174811	Lithia,FL
34.1167625 -86.192477	Aurora,AL
40.327606 -75.1282274	Cross Keys,PA
40.5906224 -79.1386453	Upper Two Lick,PA
43.7708477 -85.8506151	Lilley,MI
40.9461598 -84.4949516	Hoaglin,OH
35.3326625 -77.9441518	Sandy Springs,NC
40.2425623 -82.8590673	Sunbury,OH
34.7426628 -77.3585715	Holiday Mobile Home City,NC
29.8074298 -89.7642287	Wood Lake,LA
38.9295302 -81.1112239	Cabot Station,WV
35.4804117 -81.2061909	Goodsonville,NC
41.8928436 -78.1025072	Clara,PA
34.0381582 -87.9511408	Pikeville,AL
44.2597917 -70.5006152	Paris,ME
42.2731296 -76.147984	New Connecticut,NY
36.7756734 -81.4123313	Sugar Grove,VA
40.5258695 -86.7580635	Americus,IN
48.8347237 -100.0390222	San Haven,ND
38.0284681 -77.2705343	Poorhouse Corner,VA
36.385346 -85.0091181	Glenobey,TN
40.8044182 -106.543924	Fort Boettcher,CO
42.6772966 -75.0998833	Patent,NY
42.0685277 -113.3138871	Kelso,ID
41.1241105 -112.0443873	Steed,UT
36.5773626 -78.7411165	Rip Rap,VA
40.3959258 -76.1341108	North Heidelberg,PA
37.7097652 -87.8127986	Waverly,KY
37.5843093 -78.8336288	Greenway,VA
35.3297959 -84.4765952	Conasauga,TN
34.7834328 -90.0945371	Pleasant Hill,MS
36.1384229 -83.4510064	Rock Town,TN
29.247196 -82.2920426	Fellowship,FL
37.9456796 -75.5771489	Withams,VA
41.8553522 -76.7068965	Harkness,PA
43.3594696 -83.8816364	Bridgeport,MI
28.134183 -81.4664616	Johnson,FL
35.5684498 -82.3815082	Flat Top,NC
42.3556287 -76.2007636	Richford,NY
40.0138799 -101.9393485	Haigler,NE
34.0228835 -95.2738442	West Fort Towson,OK
30.2382625 -93.7587775	Forest Heights,TX
38.3907432 -122.0241349	Bucktown,CA
31.7510031 -93.6449038	Sardis,LA
40.0797892 -82.2609801	Hanover,OH
31.2512902 -96.6419221	Mustang,TX
39.9527634 -105.1685977	Superior,CO
33.0579484 -79.7698008	Smith,SC
39.7070607 -74.8651635	Bates Mill,NJ
32.8465177 -87.8422355	McClure,AL
37.7144581 -97.2400435	Minneha,KS
37.9469381 -107.8358968	San Miguel,CO
42.8336727 -77.9650074	Peoria,NY
48.5465695 -117.905537	Colville,WA
40.5905039 -111.8190994	Willow Creek Hills,UT
36.0153693 -83.4148895	Dandridge,TN
41.6300359 -87.4164292	Clarke Junction,IN
34.7811913 -84.8888314	Cedar Ridge,GA
29.1702551 -82.0617559	Huntington,FL
39.1668366 -123.1580593	Vichy Springs,CA
33.7415055 -89.7900855	Tie Plant,MS
41.1916111 -111.9932752	Olsen,UT
44.4014492 -71.4425801	Starr King,NH
40.6166145 -111.8827126	Halelani,UT
44.9124666 -97.938978	Raymond,SD
39.9000639 -82.5248808	Summerland Beach,OH
35.9526349 -80.8397929	Olin,NC
34.6897069 -118.2886882	Del Sur,CA
33.392058 -85.4896757	Cavers Grove,AL
40.8570442 -74.0215285	Ridgefield Park,NJ
46.2001109 -123.0167817	Coal Creek,WA
36.3642315 -89.7356379	Brent,MO
42.5494464 -98.2089643	Walnut,NE
39.4930958 -91.7871068	Florida,MO
34.1015341 -81.3651003	Shady Acres,SC
35.1553662 -91.3431835	Gregory,AR
34.8479415 -79.1369782	Shannon,NC
35.9806239 -88.9414538	Trenton,TN
35.75458 -80.9292418	Bostian Heights,NC
40.2064217 -88.3686663	Lake of the Woods,IL
36.1145233 -84.2085338	Dutch Valley,TN
44.2969998 -72.9676207	Huntington Center,VT
32.5631924 -97.1416768	Mansfield,TX
35.3223231 -83.0459714	Rich Mountain,NC
41.8667635 -72.9581591	Puddle Town,CT
42.0437023 -73.9473576	Glasco,NY
31.1162832 -98.0553044	Brooks Crossing,TX
36.7001495 -77.5330363	White City,VA
32.9640263 -93.4543393	Clifford,LA
33.9723364 -83.4565494	Sedgefield,GA
33.3056668 -95.5849555	Weir,TX
34.0404496 -78.1552729	Half Hell,NC
34.7489107 -112.1137716	Jerome,AZ
40.6716139 -111.8704904	Willes,UT
48.9133592 -104.9338618	Daleview,MT
30.4801897 -91.0042694	Village Cote,LA
29.0555255 -95.5652235	Old Brazoria,TX
41.1289845 -74.910448	Haneys Mill,NJ
27.8691931 -82.0956424	Keysville,FL
41.6284269 -73.7715204	Arthursburg,NY
40.8959324 -72.6662072	Pine Valley,NY
36.4459737 -79.0664018	Concord,NC
41.7126011 -71.3981106	Lockwood Corner,RI
48.7644091 -114.903215	Fortine,MT
37.4745922 -77.4966522	Broad Rock Manor,VA
38.6478261 -87.2283462	Maysville,IN
21.2966667 -157.7925	Maunalani Heights,HI
37.3556437 -83.8685344	Maulden,KY
18.158571 -65.8465516	Estadio,PR
40.0554369 -121.8674837	Buena Vista,CA
40.0442782 -75.0879514	Volunteertown,PA
42.0175744 -76.3060457	Briggs Hollow,NY
47.0888628 -109.4346272	Roy-Winifred Junction,MT
35.9367308 -86.4727703	Halewood Hills,TN
37.1972649 -87.0363849	Browder,KY
44.0875536 -73.5329057	Witherbee,NY
35.0134206 -88.6464396	Chewalla,TN
32.6920772 -97.1280659	Johnsons Station,TX
37.3058514 -103.5202222	Villegreen,CO
40.5461786 -80.24006	Bon Meade,PA
26.3175789 -80.0880986	Little Harbor on the Hillsboro,FL
39.5076082 -76.2699569	Creswell,MD
38.1511606 -88.9039554	Ina,IL
40.2536232 -98.2561584	Saint Stephens,NE
34.2521132 -78.2508337	Prosper,NC
31.9575818 -110.955646	Sahuarita,AZ
35.9070254 -84.0435212	Kingston Woods,TN
38.2651907 -122.0055212	Tolenas,CA
40.4225688 -79.8144921	Linhart,PA
38.512135 -122.9838874	El Bonita,CA
39.6845133 -82.0587533	Sayre,OH
34.0265014 -94.5116001	Buck Creek Landing,OK
39.0081686 -75.9010481	Lyn Woods,MD
39.8028606 -78.9836358	Slabtown,PA
43.5920129 -72.9595503	Billings Mobile Manor,VT
35.1959195 -93.2171216	Oak Grove,AR
39.2308809 -90.5790102	King,IL
48.1084299 -122.3462581	Sunny Shores,WA
39.1567149 -90.6178995	Hardin,IL
34.3626001 -83.8140679	Kemp,GA
39.7200778 -79.7503294	Wymps Gap,WV
35.8772882 -85.3624714	Lost Creek,TN
32.4840731 -81.2670507	Clyo,GA
42.9391971 -84.0294082	Vernon,MI
37.143542 -118.2437111	Monola,CA
38.7731692 -77.2594283	Keene Mill Heights,VA
35.6786994 -83.733783	Bethel,TN
45.0349743 -99.1239979	Faulkton,SD
33.4825877 -101.7101612	Posey,TX
39.6200465 -86.1183194	Spring Hill,IN
32.0117441 -111.5653907	Pan Tak,AZ
38.2422926 -85.8157971	Parkland,KY
36.2525184 -106.2761383	Plaza Blanca,NM
30.5071434 -93.2623821	Kernan,LA
43.0666667 -76.5016667	Pump Corners,NY
35.3867486 -91.8090304	Mountain Home,AR
35.4026352 -81.2023016	High Shoals,NC
41.8882131 -121.3808229	Staley,CA
34.8092656 -90.1753722	Trinity,MS
42.0681501 -72.6787027	Feeding Hills,MA
39.2687133 -77.5260987	Rock Hall,MD
25.9331488 -80.1625463	North Miami Beach,FL
39.7461897 -80.0608971	Fairchance,PA
40.5105438 -102.7199198	Rockland,CO
30.374367 -86.3585578	Miramar Beach,FL
40.2469805 -86.7250055	Clarks Hill,IN
39.0826101 -76.5266292	Whitehurst,MD
39.9103912 -74.9140547	Stow Acres,NJ
31.7884902 -88.0300078	Center Point,AL
40.6535577 -112.0321618	Crestview,UT
44.4197077 -104.4052278	Vista West Trailer Park,WY
34.4570243 -98.578949	Faxon,OK
36.1806871 -81.1861973	Rolling Pine Acres,NC
44.0222866 -75.7632565	Felts Mills,NY
18.396615 -66.192945	El Frutal,PR
30.3235288 -90.4075854	Strader,LA
41.2263875 -95.8725121	Regency of Iowa Mobile Home Park,IA
36.9994869 -86.6733274	Buffalo Fork,KY
38.0184151 -83.6321345	Sudith,KY
29.2908084 -82.0009213	Burbank,FL
31.8825681 -112.8157127	Lukeville,AZ
34.1779333 -79.8236747	Rose Hill,SC
39.1189986 -76.4896837	Fairwood,MD
39.3514951 -76.7335839	Villa Nova,MD
26.2422948 -98.1572319	Gonzalez-Zamora Colonia,TX
40.2857427 -118.2009738	Lower Rochester,NV
35.2437686 -79.3086387	Lakeview,NC
44.5572744 -72.6237275	Morristown,VT
36.8554206 -78.5902778	Wylliesburg,VA
40.4517317 -81.2120494	Leesville,OH
36.4629157 -79.7822583	Windwood,NC
56.1152778 -133.1208333	Whale Pass,AK
35.3988502 -119.4473389	Kilowatt,CA
31.9534582 -102.0626363	Ridgeheights,TX
29.9332594 -89.9267337	Dazet Estates,LA
33.2001187 -87.5491729	Parkview,AL
28.6963846 -81.1381181	Kolokee,FL
27.742249 -98.0933366	La Jolla Addition Colonia,TX
41.0095457 -72.0681302	Napeague,NY
36.0378135 -101.6426672	Capps Switch,TX
34.0961111 -118.1058333	San Gabriel,CA
40.2656311 -78.8925241	Walsall,PA
36.6636729 -92.98212	Hilda,MO
43.1475626 -77.5505543	Brighton,NY
32.4459873 -93.8079581	Forest Oak,LA
36.2433867 -86.5619395	Greenlawn,TN
